2017-12-22 10:13:14,b'@united help my mate Danny! Your #customerservice has been #APPALLING #unitedAIRLINES https://t.co/MGWLJ4or0x'
2017-12-22 09:54:12,"b""@united I'm a #UnitedAirlines lifetime Gold and I will fly next in the last week of January and be away for 3 weeks\xe2\x80\xa6 https://t.co/N07yVG6V0U"""
2017-12-22 09:52:14,b'2 hours before my flight and no one to let us check in. #fuckunited #unitedAIRLINES'
2017-12-22 09:49:39,b'Round-up of travel-focused startups recently funded - https://t.co/CixhFgUYx1 #AmericanAirlinesVacations\xe2\x80\xa6 https://t.co/4MPGRZQVwm'
2017-12-22 09:31:31,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:22:21,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:16:00,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:14:09,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:08:28,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:04:57,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:04:46,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:04:25,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:04:06,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:03:32,b'RT @MarieAnnUK: Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 09:02:23,b'Not enough seating? Prepare for a beating! #UnitedAirlines   https://t.co/xlRSggLQHd'
2017-12-22 07:17:05,b'When you learn there are free snacks on the plane!\n\nthanks #unitedairlines !\n\n#djangopom @\xe2\x80\xa6 https://t.co/PmqEi3mdjG'
2017-12-22 06:57:39,"b""Because #UnitedAirlines hasn't found enough ways to screw long-time, loyal, customers with excessive fees. Now we h\xe2\x80\xa6 https://t.co/DGJZxyg2sd"""
2017-12-22 06:02:31,b'RT @NaturallyChase: Had to post #unitedairlines #united #lol #brother #fightforyourlife https://t.co/XMFQjOwpvZ'
2017-12-22 06:00:04,b'In Hawaii waiting for my next flight. #unitedairlines #bababmusic #followmyjourney https://t.co/TkErhAeRMZ'
2017-12-22 05:37:42,b'@UnitedAirlines help! I am an airline lounge member (new today) and I cannot use the star alliance lounge at Haneda\xe2\x80\xa6 https://t.co/JhqIOa94FD'
2017-12-22 05:18:02,"b'Non-stop from New York to Dublin, Ireland for only $349 roundtrip with United. #UnitedAirlines #NewYork https://t.co/g5pU4u498G'"
2017-12-22 05:18:02,b'New York to Singapore for only $442 roundtrip with United. #UnitedAirlines #NewYork https://t.co/4iiwJzAS0o'
2017-12-22 05:04:23,b'#unitedairlines no responses. So typical'
2017-12-22 04:36:48,b'United lost all 8 of my bags today flying from LAX. #unitedAIRLINES #lostluggage #unitedairlinessuks https://t.co/tik8WzKfC1'
2017-12-22 04:25:19,b'@united you have a very frustrated mom &amp; 3 year old trying for 2 days to get from GTF to COS. Nothing but delayed f\xe2\x80\xa6 https://t.co/eMQUxUNDfV'
2017-12-22 04:09:17,b'@united What is the hold up with flight 5671 from DEN to COS?  The plane is at the gate. #UnitedAirlines #Fail 2 days ina row!'
2017-12-22 04:06:11,"b'@United Airlines, your inability to get flights departing on time for the last 2 days will have me traveling on oth\xe2\x80\xa6 https://t.co/ywHIBNSfTF'"
2017-12-22 04:01:08,b'#unitedairlines. Does any UA executive ever fly as a real customer?  I make this trip every month and this is the s\xe2\x80\xa6 https://t.co/r1Ymzx7Wbx'
2017-12-22 03:56:35,b'#unitedairlines. Again redeye from Seattle to IAD delayed. I am on the REDEYE to get home at 6a NOT 9a.  Last time\xe2\x80\xa6 https://t.co/PMVhrXWCPF'
